,logged,day,location,model name,avg daily demand,inventory size,test days,init days,gurobi status,nvars,calc time,ncons,num patients,num SCD patients,num Other patients,num units requested,num units requested SCD,num units requested Other,num supplied products,num O- in inventory,num O+ in inventory,num A- in inventory,num A+ in inventory,num B- in inventory,num B+ in inventory,num AB- in inventory,num AB+ in inventory,num Fya-Fyb- in inventory,num Fya+Fyb- in inventory,num Fya-Fyb+ in inventory,num Fya+Fyb+ in inventory,num R0 in inventory,num outdates,num outdates O-,num outdates O+,num outdates A-,num outdates A+,num outdates B-,num outdates B+,num outdates AB-,num outdates AB+,num shortages,num shortages O-,num shortages O+,num shortages A-,num shortages A+,num shortages B-,num shortages B+,num shortages AB-,num shortages AB+,num shortages SCD,num shortages Other,num mismatched patients SCD A,num mismatched patients SCD B,num mismatched patients SCD D,num mismatched patients SCD C,num mismatched patients SCD c,num mismatched patients SCD E,num mismatched patients SCD e,num mismatched patients SCD K,num mismatched patients SCD Fya,num mismatched patients SCD Fyb,num mismatched patients SCD Jka,num mismatched patients SCD Jkb,num mismatched patients SCD M,num mismatched patients SCD N,num mismatched patients SCD S,num mismatched patients Other A,num mismatched patients Other B,num mismatched patients Other D,num mismatched patients Other C,num mismatched patients Other c,num mismatched patients Other E,num mismatched patients Other e,num mismatched patients Other K,num mismatched patients Other Fya,num mismatched patients Other Fyb,num mismatched patients Other Jka,num mismatched patients Other Jkb,num mismatched patients Other M,num mismatched patients Other N,num mismatched patients Other S,num mismatched units SCD A,num mismatched units SCD B,num mismatched units SCD D,num mismatched units SCD C,num mismatched units SCD c,num mismatched units SCD E,num mismatched units SCD e,num mismatched units SCD K,num mismatched units SCD Fya,num mismatched units SCD Fyb,num mismatched units SCD Jka,num mismatched units SCD Jkb,num mismatched units SCD M,num mismatched units SCD N,num mismatched units SCD S,num mismatched units Other A,num mismatched units Other B,num mismatched units Other D,num mismatched units Other C,num mismatched units Other c,num mismatched units Other E,num mismatched units Other e,num mismatched units Other K,num mismatched units Other Fya,num mismatched units Other Fyb,num mismatched units Other Jka,num mismatched units Other Jkb,num mismatched units Other M,num mismatched units Other N,num mismatched units Other S
0,1.0,0.0,London_82,baseline0,151,453,1092.0,70.0,2.0,163080.0,0.29136941861361265,813.0,118.0,0.0,118.0,212.0,0.0,212.0,453.0,70.0,164.0,36.0,131.0,13.0,32.0,2.0,5.0,8.0,59.0,168.0,218.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,2.0,20.0,5.0,24.0,0.0,1.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,22.0,7.0,8.0,11.0,14.0,10.0,18.0,14.0,15.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,27.0,15.0,10.0,15.0,17.0,15.0,26.0,18.0,21.0,39.0
1,1.0,1.0,London_82,baseline0,151,453,1092.0,70.0,2.0,144054.0,0.5606718771159649,771.0,120.0,0.0,120.0,196.0,0.0,196.0,135.0,79.0,155.0,24.0,135.0,16.0,37.0,2.0,5.0,8.0,65.0,157.0,223.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,9.0,30.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,15.0,2.0,12.0,21.0,8.0,16.0,16.0,10.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.0,15.0,3.0,13.0,28.0,11.0,23.0,26.0,14.0,23.0,24.0
2,1.0,2.0,London_82,baseline0,151,453,1092.0,70.0,2.0,119592.0,0.19313374906778336,717.0,36.0,2.0,34.0,76.0,18.0,58.0,127.0,76.0,151.0,26.0,142.0,16.0,35.0,3.0,4.0,7.0,72.0,154.0,220.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,7.0,5.0,1.0,4.0,9.0,5.0,4.0,9.0,3.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,5.0,6.0,7.0,5.0,0.0,0.0,0.0,4.0,10.0,8.0,2.0,5.0,17.0,8.0,7.0,15.0,5.0,15.0,11.0
3,1.0,3.0,London_82,baseline0,151,453,1092.0,70.0,2.0,141336.0,0.3900494007393718,765.0,16.0,0.0,16.0,31.0,0.0,31.0,71.0,68.0,153.0,27.0,143.0,20.0,32.0,3.0,7.0,8.0,67.0,159.0,219.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,2.0,3.0,5.0,4.0,6.0,4.0,6.0,5.0
4,1.0,4.0,London_82,baseline0,151,453,1092.0,70.0,2.0,184371.0,0.36996504478156567,860.0,79.0,3.0,76.0,146.0,25.0,121.0,24.0,68.0,146.0,25.0,147.0,22.0,34.0,4.0,7.0,7.0,71.0,163.0,212.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3.0,21.0,3.0,7.0,0.0,2.0,1.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,8.0,5.0,6.0,2.0,4.0,8.0,5.0,6.0,18.0,4.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,11.0,6.0,0.0,11.0,0.0,0.0,0.0,11.0,8.0,13.0,4.0,4.0,9.0,9.0,7.0,28.0,7.0,24.0,18.0
5,1.0,5.0,London_82,baseline0,151,453,1092.0,70.0,2.0,193431.0,0.320636005140841,880.0,154.0,2.0,152.0,266.0,20.0,246.0,91.0,61.0,140.0,27.0,153.0,22.0,38.0,4.0,8.0,5.0,70.0,166.0,212.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,7.0,37.0,9.0,37.0,0.0,1.0,1.0,2.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,11.0,17.0,25.0,1.0,11.0,23.0,12.0,18.0,12.0,16.0,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,13.0,6.0,5.0,8.0,0.0,0.0,0.0,18.0,28.0,28.0,2.0,11.0,32.0,25.0,29.0,18.0,27.0,29.0,35.0
6,1.0,6.0,London_82,baseline0,151,453,1092.0,70.0,2.0,164892.0,0.49230239167809486,817.0,80.0,0.0,80.0,135.0,0.0,135.0,153.0,82.0,164.0,35.0,124.0,15.0,28.0,0.0,5.0,7.0,79.0,155.0,212.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,14.0,3.0,12.0,4.0,1.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,13.0,2.0,9.0,11.0,6.0,12.0,11.0,11.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0,14.0,5.0,9.0,17.0,8.0,17.0,15.0,15.0,17.0,16.0
7,1.0,7.0,London_82,baseline0,151,453,1092.0,70.0,2.0,169422.0,0.3106175921857357,827.0,123.0,0.0,123.0,210.0,0.0,210.0,94.0,81.0,162.0,33.0,121.0,18.0,33.0,0.0,5.0,6.0,69.0,161.0,217.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,11.0,15.0,10.0,21.0,1.0,1.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,17.0,0.0,10.0,24.0,7.0,10.0,21.0,10.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,24.0,0.0,10.0,38.0,9.0,13.0,35.0,18.0,33.0,30.0
8,1.0,8.0,London_82,baseline0,151,453,1092.0,70.0,2.0,143148.0,0.5695582013577223,769.0,47.0,2.0,45.0,98.0,19.0,79.0,138.0,94.0,161.0,29.0,122.0,15.0,23.0,0.0,9.0,8.0,66.0,169.0,210.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,9.0,13.0,1.0,7.0,17.0,3.0,7.0,14.0,14.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,11.0,14.0,1.0,8.0,22.0,4.0,13.0,20.0,21.0,5.0,14.0
9,1.0,9.0,London_82,baseline0,151,453,1092.0,70.0,2.0,154020.0,0.30015323869884014,793.0,110.0,2.0,108.0,211.0,19.0,192.0,85.0,84.0,176.0,31.0,121.0,11.0,21.0,0.0,9.0,8.0,64.0,169.0,212.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,4.0,7.0,8.0,10.0,2.0,2.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,17.0,25.0,3.0,10.0,21.0,15.0,25.0,15.0,14.0,28.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,22.0,25.0,26.0,3.0,13.0,27.0,24.0,36.0,19.0,17.0,40.0,28.0
